,k,n,res,method,partition,acc_measure,acc_value
,1000,10,mod,louvain,Louvain,NMI,0.87738993
,1000,10,mod,louvain,Louvain,AMI,0.750937861
,1000,10,mod,louvain,Louvain,ARI,0.332455493
,1000,10,mod,louvain,Louvain,FPR,0.003601602
,1000,10,mod,louvain,Louvain,FNR,0
,1000,10,mod,louvain,Louvain,Precision,
,1000,10,mod,louvain,Louvain,Recall,
,1000,10,mod,louvain,Louvain,F1-Score,0.333456836
,5000,10,mod,louvain,Louvain,NMI,0.837533014
,5000,10,mod,louvain,Louvain,AMI,0.657879685
,5000,10,mod,louvain,Louvain,ARI,0.152043482
,5000,10,mod,louvain,Louvain,FPR,0.002003761
,5000,10,mod,louvain,Louvain,FNR,0
,5000,10,mod,louvain,Louvain,Precision,
,5000,10,mod,louvain,Louvain,Recall,
,5000,10,mod,louvain,Louvain,F1-Score,0.152325503
,10000,10,mod,louvain,Louvain,NMI,0.832885146
,10000,10,mod,louvain,Louvain,AMI,0.63493781
,10000,10,mod,louvain,Louvain,ARI,0.11876787
,10000,10,mod,louvain,Louvain,FPR,0.001333793
,10000,10,mod,louvain,Louvain,FNR,0
,10000,10,mod,louvain,Louvain,Precision,
,10000,10,mod,louvain,Louvain,Recall,
,10000,10,mod,louvain,Louvain,F1-Score,0.118917062
,100,10,mod,louvain,FastEnsemble(Louvain),NMI,1
,100,10,mod,louvain,FastEnsemble(Louvain),AMI,1
,100,10,mod,louvain,FastEnsemble(Louvain),ARI,1
,100,10,mod,louvain,FastEnsemble(Louvain),FPR,0
,100,10,mod,louvain,FastEnsemble(Louvain),FNR,0
,100,10,mod,louvain,FastEnsemble(Louvain),Precision,1
,100,10,mod,louvain,FastEnsemble(Louvain),Recall,1
,100,10,mod,louvain,FastEnsemble(Louvain),F1-Score,1
,500,10,mod,louvain,FastEnsemble(Louvain),NMI,0.957577501
,500,10,mod,louvain,FastEnsemble(Louvain),AMI,0.900205793
,500,10,mod,louvain,FastEnsemble(Louvain),ARI,0.689451733
,500,10,mod,louvain,FastEnsemble(Louvain),FPR,0.001619238
,500,10,mod,louvain,FastEnsemble(Louvain),FNR,0
,500,10,mod,louvain,FastEnsemble(Louvain),Precision,
,500,10,mod,louvain,FastEnsemble(Louvain),Recall,
,500,10,mod,louvain,FastEnsemble(Louvain),F1-Score,0.690184049
,1000,10,mod,louvain,FastEnsemble(Louvain),NMI,0.917337921
,1000,10,mod,louvain,FastEnsemble(Louvain),AMI,0.812369975
,1000,10,mod,louvain,FastEnsemble(Louvain),ARI,0.451953036
,1000,10,mod,louvain,FastEnsemble(Louvain),FPR,0.002178178
,1000,10,mod,louvain,FastEnsemble(Louvain),FNR,0
,1000,10,mod,louvain,FastEnsemble(Louvain),Precision,
,1000,10,mod,louvain,FastEnsemble(Louvain),Recall,
,1000,10,mod,louvain,FastEnsemble(Louvain),F1-Score,0.452716298
,5000,10,mod,louvain,FastEnsemble(Louvain),NMI,0.848282033
,5000,10,mod,louvain,FastEnsemble(Louvain),AMI,0.671217638
,5000,10,mod,louvain,FastEnsemble(Louvain),ARI,0.170052169
,5000,10,mod,louvain,FastEnsemble(Louvain),FPR,0.001753951
,5000,10,mod,louvain,FastEnsemble(Louvain),FNR,0
,5000,10,mod,louvain,FastEnsemble(Louvain),Precision,
,5000,10,mod,louvain,FastEnsemble(Louvain),Recall,
,5000,10,mod,louvain,FastEnsemble(Louvain),F1-Score,0.170325511
,10000,10,mod,louvain,FastEnsemble(Louvain),NMI,0.838784356
,10000,10,mod,louvain,FastEnsemble(Louvain),AMI,0.642129653
,10000,10,mod,louvain,FastEnsemble(Louvain),ARI,0.127797546
,10000,10,mod,louvain,FastEnsemble(Louvain),FPR,0.001226983
,10000,10,mod,louvain,FastEnsemble(Louvain),FNR,0
,10000,10,mod,louvain,FastEnsemble(Louvain),Precision,
,10000,10,mod,louvain,FastEnsemble(Louvain),Recall,
,10000,10,mod,louvain,FastEnsemble(Louvain),F1-Score,0.127944501
,90,10,mod,louvain,Louvain,NMI,1
,90,10,mod,louvain,Louvain,AMI,1
,90,10,mod,louvain,Louvain,ARI,1
,90,10,mod,louvain,Louvain,FPR,0
,90,10,mod,louvain,Louvain,FNR,0
,90,10,mod,louvain,Louvain,Precision,1
,90,10,mod,louvain,Louvain,Recall,1
,90,10,mod,louvain,Louvain,F1-Score,1
,90,10,mod,louvain,FastEnsemble(Louvain),NMI,1
,90,10,mod,louvain,FastEnsemble(Louvain),AMI,1
,90,10,mod,louvain,FastEnsemble(Louvain),ARI,1
,90,10,mod,louvain,FastEnsemble(Louvain),FPR,0
,90,10,mod,louvain,FastEnsemble(Louvain),FNR,0
,90,10,mod,louvain,FastEnsemble(Louvain),Precision,1
,90,10,mod,louvain,FastEnsemble(Louvain),Recall,1
,90,10,mod,louvain,FastEnsemble(Louvain),F1-Score,1
0,90,10,mod,Leiden-mod,"FastEnsemble(np=5,Leiden-mod)",NMI,1
1,90,10,mod,Leiden-mod,"FastEnsemble(np=5,Leiden-mod)",AMI,1
2,90,10,mod,Leiden-mod,"FastEnsemble(np=5,Leiden-mod)",ARI,1
3,90,10,mod,Leiden-mod,"FastEnsemble(np=5,Leiden-mod)",FPR,0
4,90,10,mod,Leiden-mod,"FastEnsemble(np=5,Leiden-mod)",FNR,0
5,90,10,mod,Leiden-mod,"FastEnsemble(np=5,Leiden-mod)",Precision,1
6,90,10,mod,Leiden-mod,"FastEnsemble(np=5,Leiden-mod)",Recall,1
7,90,10,mod,Leiden-mod,"FastEnsemble(np=5,Leiden-mod)",F1-Score,1
8,90,10,mod,Leiden-mod,"FastEnsemble(np=50,Leiden-mod)",NMI,1
9,90,10,mod,Leiden-mod,"FastEnsemble(np=50,Leiden-mod)",AMI,1
10,90,10,mod,Leiden-mod,"FastEnsemble(np=50,Leiden-mod)",ARI,1
11,90,10,mod,Leiden-mod,"FastEnsemble(np=50,Leiden-mod)",FPR,0
12,90,10,mod,Leiden-mod,"FastEnsemble(np=50,Leiden-mod)",FNR,0
13,90,10,mod,Leiden-mod,"FastEnsemble(np=50,Leiden-mod)",Precision,1
14,90,10,mod,Leiden-mod,"FastEnsemble(np=50,Leiden-mod)",Recall,1
15,90,10,mod,Leiden-mod,"FastEnsemble(np=50,Leiden-mod)",F1-Score,1
16,90,10,mod,Leiden-mod,"FastEnsemble(np=100,Leiden-mod)",NMI,1
17,90,10,mod,Leiden-mod,"FastEnsemble(np=100,Leiden-mod)",AMI,1
18,90,10,mod,Leiden-mod,"FastEnsemble(np=100,Leiden-mod)",ARI,1
19,90,10,mod,Leiden-mod,"FastEnsemble(np=100,Leiden-mod)",FPR,0
20,90,10,mod,Leiden-mod,"FastEnsemble(np=100,Leiden-mod)",FNR,0
21,90,10,mod,Leiden-mod,"FastEnsemble(np=100,Leiden-mod)",Precision,1
22,90,10,mod,Leiden-mod,"FastEnsemble(np=100,Leiden-mod)",Recall,1
23,90,10,mod,Leiden-mod,"FastEnsemble(np=100,Leiden-mod)",F1-Score,1
24,90,10,mod,Leiden-mod,"Strict(np=5,Leiden-mod)",NMI,1
25,90,10,mod,Leiden-mod,"Strict(np=5,Leiden-mod)",AMI,1
26,90,10,mod,Leiden-mod,"Strict(np=5,Leiden-mod)",ARI,1
27,90,10,mod,Leiden-mod,"Strict(np=5,Leiden-mod)",FPR,0
28,90,10,mod,Leiden-mod,"Strict(np=5,Leiden-mod)",FNR,0
29,90,10,mod,Leiden-mod,"Strict(np=5,Leiden-mod)",Precision,1
30,90,10,mod,Leiden-mod,"Strict(np=5,Leiden-mod)",Recall,1
31,90,10,mod,Leiden-mod,"Strict(np=5,Leiden-mod)",F1-Score,1
32,90,10,mod,Leiden-mod,"Strict(np=100,Leiden-mod)",NMI,1
33,90,10,mod,Leiden-mod,"Strict(np=100,Leiden-mod)",AMI,1
34,90,10,mod,Leiden-mod,"Strict(np=100,Leiden-mod)",ARI,1
35,90,10,mod,Leiden-mod,"Strict(np=100,Leiden-mod)",FPR,0
36,90,10,mod,Leiden-mod,"Strict(np=100,Leiden-mod)",FNR,0
37,90,10,mod,Leiden-mod,"Strict(np=100,Leiden-mod)",Precision,1
38,90,10,mod,Leiden-mod,"Strict(np=100,Leiden-mod)",Recall,1
39,90,10,mod,Leiden-mod,"Strict(np=100,Leiden-mod)",F1-Score,1
40,100,10,mod,Leiden-mod,"FastEnsemble(np=5,Leiden-mod)",NMI,0.998492581
41,100,10,mod,Leiden-mod,"FastEnsemble(np=5,Leiden-mod)",AMI,0.996923259
42,100,10,mod,Leiden-mod,"FastEnsemble(np=5,Leiden-mod)",ARI,0.988909981
43,100,10,mod,Leiden-mod,"FastEnsemble(np=5,Leiden-mod)",FPR,0.00020202
44,100,10,mod,Leiden-mod,"FastEnsemble(np=5,Leiden-mod)",FNR,0
45,100,10,mod,Leiden-mod,"FastEnsemble(np=5,Leiden-mod)",Precision,0.97826087
46,100,10,mod,Leiden-mod,"FastEnsemble(np=5,Leiden-mod)",Recall,1
47,100,10,mod,Leiden-mod,"FastEnsemble(np=5,Leiden-mod)",F1-Score,0.989010989
48,100,10,mod,Leiden-mod,"FastEnsemble(np=50,Leiden-mod)",NMI,1
49,100,10,mod,Leiden-mod,"FastEnsemble(np=50,Leiden-mod)",AMI,1
50,100,10,mod,Leiden-mod,"FastEnsemble(np=50,Leiden-mod)",ARI,1
51,100,10,mod,Leiden-mod,"FastEnsemble(np=50,Leiden-mod)",FPR,0
52,100,10,mod,Leiden-mod,"FastEnsemble(np=50,Leiden-mod)",FNR,0
53,100,10,mod,Leiden-mod,"FastEnsemble(np=50,Leiden-mod)",Precision,1
54,100,10,mod,Leiden-mod,"FastEnsemble(np=50,Leiden-mod)",Recall,1
55,100,10,mod,Leiden-mod,"FastEnsemble(np=50,Leiden-mod)",F1-Score,1
56,100,10,mod,Leiden-mod,"FastEnsemble(np=100,Leiden-mod)",NMI,1
57,100,10,mod,Leiden-mod,"FastEnsemble(np=100,Leiden-mod)",AMI,1
58,100,10,mod,Leiden-mod,"FastEnsemble(np=100,Leiden-mod)",ARI,1
59,100,10,mod,Leiden-mod,"FastEnsemble(np=100,Leiden-mod)",FPR,0
60,100,10,mod,Leiden-mod,"FastEnsemble(np=100,Leiden-mod)",FNR,0
61,100,10,mod,Leiden-mod,"FastEnsemble(np=100,Leiden-mod)",Precision,1
62,100,10,mod,Leiden-mod,"FastEnsemble(np=100,Leiden-mod)",Recall,1
63,100,10,mod,Leiden-mod,"FastEnsemble(np=100,Leiden-mod)",F1-Score,1
64,100,10,mod,Leiden-mod,"Strict(np=5,Leiden-mod)",NMI,0.998492581
65,100,10,mod,Leiden-mod,"Strict(np=5,Leiden-mod)",AMI,0.996923259
66,100,10,mod,Leiden-mod,"Strict(np=5,Leiden-mod)",ARI,0.988909981
67,100,10,mod,Leiden-mod,"Strict(np=5,Leiden-mod)",FPR,0.00020202
68,100,10,mod,Leiden-mod,"Strict(np=5,Leiden-mod)",FNR,0
69,100,10,mod,Leiden-mod,"Strict(np=5,Leiden-mod)",Precision,0.97826087
70,100,10,mod,Leiden-mod,"Strict(np=5,Leiden-mod)",Recall,1
71,100,10,mod,Leiden-mod,"Strict(np=5,Leiden-mod)",F1-Score,0.989010989
72,100,10,mod,Leiden-mod,"Strict(np=100,Leiden-mod)",NMI,1
73,100,10,mod,Leiden-mod,"Strict(np=100,Leiden-mod)",AMI,1
74,100,10,mod,Leiden-mod,"Strict(np=100,Leiden-mod)",ARI,1
75,100,10,mod,Leiden-mod,"Strict(np=100,Leiden-mod)",FPR,0
76,100,10,mod,Leiden-mod,"Strict(np=100,Leiden-mod)",FNR,0
77,100,10,mod,Leiden-mod,"Strict(np=100,Leiden-mod)",Precision,1
78,100,10,mod,Leiden-mod,"Strict(np=100,Leiden-mod)",Recall,1
79,100,10,mod,Leiden-mod,"Strict(np=100,Leiden-mod)",F1-Score,1
80,500,10,mod,Leiden-mod,"FastEnsemble(np=5,Leiden-mod)",NMI,0.932735775
81,500,10,mod,Leiden-mod,"FastEnsemble(np=5,Leiden-mod)",AMI,0.853087569
82,500,10,mod,Leiden-mod,"FastEnsemble(np=5,Leiden-mod)",ARI,0.564914498
83,500,10,mod,Leiden-mod,"FastEnsemble(np=5,Leiden-mod)",FPR,0.002765531
84,500,10,mod,Leiden-mod,"FastEnsemble(np=5,Leiden-mod)",FNR,0
85,500,10,mod,Leiden-mod,"FastEnsemble(np=5,Leiden-mod)",Precision,0.394736842
86,500,10,mod,Leiden-mod,"FastEnsemble(np=5,Leiden-mod)",Recall,1
87,500,10,mod,Leiden-mod,"FastEnsemble(np=5,Leiden-mod)",F1-Score,0.566037736
88,500,10,mod,Leiden-mod,"FastEnsemble(np=50,Leiden-mod)",NMI,0.997006958
89,500,10,mod,Leiden-mod,"FastEnsemble(np=50,Leiden-mod)",AMI,0.991969175
90,500,10,mod,Leiden-mod,"FastEnsemble(np=50,Leiden-mod)",ARI,0.969771522
91,500,10,mod,Leiden-mod,"FastEnsemble(np=50,Leiden-mod)",FPR,0.000112224
92,500,10,mod,Leiden-mod,"FastEnsemble(np=50,Leiden-mod)",FNR,0
93,500,10,mod,Leiden-mod,"FastEnsemble(np=50,Leiden-mod)",Precision,0.941422594
94,500,10,mod,Leiden-mod,"FastEnsemble(np=50,Leiden-mod)",Recall,1
95,500,10,mod,Leiden-mod,"FastEnsemble(np=50,Leiden-mod)",F1-Score,0.969827586
96,500,10,mod,Leiden-mod,"FastEnsemble(np=100,Leiden-mod)",NMI,0.999330341
97,500,10,mod,Leiden-mod,"FastEnsemble(np=100,Leiden-mod)",AMI,0.998188162
98,500,10,mod,Leiden-mod,"FastEnsemble(np=100,Leiden-mod)",ARI,0.99336546
99,500,10,mod,Leiden-mod,"FastEnsemble(np=100,Leiden-mod)",FPR,2.40E-05
100,500,10,mod,Leiden-mod,"FastEnsemble(np=100,Leiden-mod)",FNR,0
101,500,10,mod,Leiden-mod,"FastEnsemble(np=100,Leiden-mod)",Precision,0.986842105
102,500,10,mod,Leiden-mod,"FastEnsemble(np=100,Leiden-mod)",Recall,1
103,500,10,mod,Leiden-mod,"FastEnsemble(np=100,Leiden-mod)",F1-Score,0.993377483
104,500,10,mod,Leiden-mod,"Strict(np=5,Leiden-mod)",NMI,0.980698699
105,500,10,mod,Leiden-mod,"Strict(np=5,Leiden-mod)",AMI,0.951063284
106,500,10,mod,Leiden-mod,"Strict(np=5,Leiden-mod)",ARI,0.836087857
107,500,10,mod,Leiden-mod,"Strict(np=5,Leiden-mod)",FPR,0.000705411
108,500,10,mod,Leiden-mod,"Strict(np=5,Leiden-mod)",FNR,0
109,500,10,mod,Leiden-mod,"Strict(np=5,Leiden-mod)",Precision,0.71884984
110,500,10,mod,Leiden-mod,"Strict(np=5,Leiden-mod)",Recall,1
111,500,10,mod,Leiden-mod,"Strict(np=5,Leiden-mod)",F1-Score,0.836431227
112,500,10,mod,Leiden-mod,"Strict(np=100,Leiden-mod)",NMI,1
113,500,10,mod,Leiden-mod,"Strict(np=100,Leiden-mod)",AMI,1
114,500,10,mod,Leiden-mod,"Strict(np=100,Leiden-mod)",ARI,1
115,500,10,mod,Leiden-mod,"Strict(np=100,Leiden-mod)",FPR,0
116,500,10,mod,Leiden-mod,"Strict(np=100,Leiden-mod)",FNR,0
117,500,10,mod,Leiden-mod,"Strict(np=100,Leiden-mod)",Precision,1
118,500,10,mod,Leiden-mod,"Strict(np=100,Leiden-mod)",Recall,1
119,500,10,mod,Leiden-mod,"Strict(np=100,Leiden-mod)",F1-Score,1
120,1000,10,mod,Leiden-mod,"FastEnsemble(np=5,Leiden-mod)",NMI,0.901541881
121,1000,10,mod,Leiden-mod,"FastEnsemble(np=5,Leiden-mod)",AMI,0.786455495
122,1000,10,mod,Leiden-mod,"FastEnsemble(np=5,Leiden-mod)",ARI,0.399491245
123,1000,10,mod,Leiden-mod,"FastEnsemble(np=5,Leiden-mod)",FPR,0.002698699
124,1000,10,mod,Leiden-mod,"FastEnsemble(np=5,Leiden-mod)",FNR,0
125,1000,10,mod,Leiden-mod,"FastEnsemble(np=5,Leiden-mod)",Precision,0.250278087
126,1000,10,mod,Leiden-mod,"FastEnsemble(np=5,Leiden-mod)",Recall,1
127,1000,10,mod,Leiden-mod,"FastEnsemble(np=5,Leiden-mod)",F1-Score,0.400355872
128,1000,10,mod,Leiden-mod,"FastEnsemble(np=50,Leiden-mod)",NMI,0.970136307
129,1000,10,mod,Leiden-mod,"FastEnsemble(np=50,Leiden-mod)",AMI,0.919660329
130,1000,10,mod,Leiden-mod,"FastEnsemble(np=50,Leiden-mod)",ARI,0.735594497
131,1000,10,mod,Leiden-mod,"FastEnsemble(np=50,Leiden-mod)",FPR,0.000646647
132,1000,10,mod,Leiden-mod,"FastEnsemble(np=50,Leiden-mod)",FNR,0
133,1000,10,mod,Leiden-mod,"FastEnsemble(np=50,Leiden-mod)",Precision,0.582147477
134,1000,10,mod,Leiden-mod,"FastEnsemble(np=50,Leiden-mod)",Recall,1
135,1000,10,mod,Leiden-mod,"FastEnsemble(np=50,Leiden-mod)",F1-Score,0.735895339
136,1000,10,mod,Leiden-mod,"FastEnsemble(np=100,Leiden-mod)",NMI,0.976619553
137,1000,10,mod,Leiden-mod,"FastEnsemble(np=100,Leiden-mod)",AMI,0.935631432
138,1000,10,mod,Leiden-mod,"FastEnsemble(np=100,Leiden-mod)",ARI,0.786480109
139,1000,10,mod,Leiden-mod,"FastEnsemble(np=100,Leiden-mod)",FPR,0.000488488
140,1000,10,mod,Leiden-mod,"FastEnsemble(np=100,Leiden-mod)",FNR,0
141,1000,10,mod,Leiden-mod,"FastEnsemble(np=100,Leiden-mod)",Precision,0.648414986
142,1000,10,mod,Leiden-mod,"FastEnsemble(np=100,Leiden-mod)",Recall,1
143,1000,10,mod,Leiden-mod,"FastEnsemble(np=100,Leiden-mod)",F1-Score,0.786713287
144,1000,10,mod,Leiden-mod,"Strict(np=5,Leiden-mod)",NMI,0.967991324
145,1000,10,mod,Leiden-mod,"Strict(np=5,Leiden-mod)",AMI,0.914536095
146,1000,10,mod,Leiden-mod,"Strict(np=5,Leiden-mod)",ARI,0.720832503
147,1000,10,mod,Leiden-mod,"Strict(np=5,Leiden-mod)",FPR,0.000696697
148,1000,10,mod,Leiden-mod,"Strict(np=5,Leiden-mod)",FNR,0
149,1000,10,mod,Leiden-mod,"Strict(np=5,Leiden-mod)",Precision,0.563909774
150,1000,10,mod,Leiden-mod,"Strict(np=5,Leiden-mod)",Recall,1
151,1000,10,mod,Leiden-mod,"Strict(np=5,Leiden-mod)",F1-Score,0.721153846
152,1000,10,mod,Leiden-mod,"Strict(np=100,Leiden-mod)",NMI,1
153,1000,10,mod,Leiden-mod,"Strict(np=100,Leiden-mod)",AMI,1
154,1000,10,mod,Leiden-mod,"Strict(np=100,Leiden-mod)",ARI,1
155,1000,10,mod,Leiden-mod,"Strict(np=100,Leiden-mod)",FPR,0
156,1000,10,mod,Leiden-mod,"Strict(np=100,Leiden-mod)",FNR,0
157,1000,10,mod,Leiden-mod,"Strict(np=100,Leiden-mod)",Precision,1
158,1000,10,mod,Leiden-mod,"Strict(np=100,Leiden-mod)",Recall,1
159,1000,10,mod,Leiden-mod,"Strict(np=100,Leiden-mod)",F1-Score,1
160,5000,10,mod,Leiden-mod,"FastEnsemble(np=5,Leiden-mod)",NMI,0.850718219
161,5000,10,mod,Leiden-mod,"FastEnsemble(np=5,Leiden-mod)",AMI,0.674355589
162,5000,10,mod,Leiden-mod,"FastEnsemble(np=5,Leiden-mod)",ARI,0.175723736
163,5000,10,mod,Leiden-mod,"FastEnsemble(np=5,Leiden-mod)",FPR,0.001685857
164,5000,10,mod,Leiden-mod,"FastEnsemble(np=5,Leiden-mod)",FNR,0
165,5000,10,mod,Leiden-mod,"FastEnsemble(np=5,Leiden-mod)",Precision,0.096487843
166,5000,10,mod,Leiden-mod,"FastEnsemble(np=5,Leiden-mod)",Recall,1
167,5000,10,mod,Leiden-mod,"FastEnsemble(np=5,Leiden-mod)",F1-Score,0.175994368
168,5000,10,mod,Leiden-mod,"FastEnsemble(np=50,Leiden-mod)",NMI,0.845932391
169,5000,10,mod,Leiden-mod,"FastEnsemble(np=50,Leiden-mod)",AMI,0.668259468
170,5000,10,mod,Leiden-mod,"FastEnsemble(np=50,Leiden-mod)",ARI,0.168771875
171,5000,10,mod,Leiden-mod,"FastEnsemble(np=50,Leiden-mod)",FPR,0.001769954
172,5000,10,mod,Leiden-mod,"FastEnsemble(np=50,Leiden-mod)",FNR,0
173,5000,10,mod,Leiden-mod,"FastEnsemble(np=50,Leiden-mod)",Precision,0.092326631
174,5000,10,mod,Leiden-mod,"FastEnsemble(np=50,Leiden-mod)",Recall,1
175,5000,10,mod,Leiden-mod,"FastEnsemble(np=50,Leiden-mod)",F1-Score,0.16904583
176,5000,10,mod,Leiden-mod,"FastEnsemble(np=100,Leiden-mod)",NMI,0.844867568
177,5000,10,mod,Leiden-mod,"FastEnsemble(np=100,Leiden-mod)",AMI,0.666922784
178,5000,10,mod,Leiden-mod,"FastEnsemble(np=100,Leiden-mod)",ARI,0.167086142
179,5000,10,mod,Leiden-mod,"FastEnsemble(np=100,Leiden-mod)",FPR,0.001791398
180,5000,10,mod,Leiden-mod,"FastEnsemble(np=100,Leiden-mod)",FNR,0
181,5000,10,mod,Leiden-mod,"FastEnsemble(np=100,Leiden-mod)",Precision,0.091322348
182,5000,10,mod,Leiden-mod,"FastEnsemble(np=100,Leiden-mod)",Recall,1
183,5000,10,mod,Leiden-mod,"FastEnsemble(np=100,Leiden-mod)",F1-Score,0.167360904
184,5000,10,mod,Leiden-mod,"Strict(np=5,Leiden-mod)",NMI,0.931669839
185,5000,10,mod,Leiden-mod,"Strict(np=5,Leiden-mod)",AMI,0.808397599
186,5000,10,mod,Leiden-mod,"Strict(np=5,Leiden-mod)",ARI,0.423286041
187,5000,10,mod,Leiden-mod,"Strict(np=5,Leiden-mod)",FPR,0.000490258
188,5000,10,mod,Leiden-mod,"Strict(np=5,Leiden-mod)",FNR,0
189,5000,10,mod,Leiden-mod,"Strict(np=5,Leiden-mod)",Precision,0.268592575
190,5000,10,mod,Leiden-mod,"Strict(np=5,Leiden-mod)",Recall,1
191,5000,10,mod,Leiden-mod,"Strict(np=5,Leiden-mod)",F1-Score,0.423449704
192,5000,10,mod,Leiden-mod,"Strict(np=100,Leiden-mod)",NMI,1
193,5000,10,mod,Leiden-mod,"Strict(np=100,Leiden-mod)",AMI,1
194,5000,10,mod,Leiden-mod,"Strict(np=100,Leiden-mod)",ARI,1
195,5000,10,mod,Leiden-mod,"Strict(np=100,Leiden-mod)",FPR,0
196,5000,10,mod,Leiden-mod,"Strict(np=100,Leiden-mod)",FNR,0
197,5000,10,mod,Leiden-mod,"Strict(np=100,Leiden-mod)",Precision,1
198,5000,10,mod,Leiden-mod,"Strict(np=100,Leiden-mod)",Recall,1
199,5000,10,mod,Leiden-mod,"Strict(np=100,Leiden-mod)",F1-Score,1
200,10000,10,mod,Leiden-mod,"FastEnsemble(np=5,Leiden-mod)",NMI,0.83898638
201,10000,10,mod,Leiden-mod,"FastEnsemble(np=5,Leiden-mod)",AMI,0.642384655
202,10000,10,mod,Leiden-mod,"FastEnsemble(np=5,Leiden-mod)",ARI,0.128815296
203,10000,10,mod,Leiden-mod,"FastEnsemble(np=5,Leiden-mod)",FPR,0.001215882
204,10000,10,mod,Leiden-mod,"FastEnsemble(np=5,Leiden-mod)",FNR,0
205,10000,10,mod,Leiden-mod,"FastEnsemble(np=5,Leiden-mod)",Precision,0.068925377
206,10000,10,mod,Leiden-mod,"FastEnsemble(np=5,Leiden-mod)",Recall,1
207,10000,10,mod,Leiden-mod,"FastEnsemble(np=5,Leiden-mod)",F1-Score,0.128961999
208,10000,10,mod,Leiden-mod,"FastEnsemble(np=50,Leiden-mod)",NMI,0.834467485
209,10000,10,mod,Leiden-mod,"FastEnsemble(np=50,Leiden-mod)",AMI,0.636858005
210,10000,10,mod,Leiden-mod,"FastEnsemble(np=50,Leiden-mod)",ARI,0.122874915
211,10000,10,mod,Leiden-mod,"FastEnsemble(np=50,Leiden-mod)",FPR,0.001283268
212,10000,10,mod,Leiden-mod,"FastEnsemble(np=50,Leiden-mod)",FNR,0
213,10000,10,mod,Leiden-mod,"FastEnsemble(np=50,Leiden-mod)",Precision,0.065543208
214,10000,10,mod,Leiden-mod,"FastEnsemble(np=50,Leiden-mod)",Recall,1
215,10000,10,mod,Leiden-mod,"FastEnsemble(np=50,Leiden-mod)",F1-Score,0.123023087
216,10000,10,mod,Leiden-mod,"FastEnsemble(np=100,Leiden-mod)",NMI,0.834788328
217,10000,10,mod,Leiden-mod,"FastEnsemble(np=100,Leiden-mod)",AMI,0.63724789
218,10000,10,mod,Leiden-mod,"FastEnsemble(np=100,Leiden-mod)",ARI,0.123544631
219,10000,10,mod,Leiden-mod,"FastEnsemble(np=100,Leiden-mod)",FPR,0.001275348
220,10000,10,mod,Leiden-mod,"FastEnsemble(np=100,Leiden-mod)",FNR,0
221,10000,10,mod,Leiden-mod,"FastEnsemble(np=100,Leiden-mod)",Precision,0.065923441
222,10000,10,mod,Leiden-mod,"FastEnsemble(np=100,Leiden-mod)",Recall,1
223,10000,10,mod,Leiden-mod,"FastEnsemble(np=100,Leiden-mod)",F1-Score,0.123692638
224,10000,10,mod,Leiden-mod,"Strict(np=5,Leiden-mod)",NMI,0.917952183
225,10000,10,mod,Leiden-mod,"Strict(np=5,Leiden-mod)",AMI,0.767055448
226,10000,10,mod,Leiden-mod,"Strict(np=5,Leiden-mod)",ARI,0.325078018
227,10000,10,mod,Leiden-mod,"Strict(np=5,Leiden-mod)",FPR,0.000373577
228,10000,10,mod,Leiden-mod,"Strict(np=5,Leiden-mod)",FNR,0
229,10000,10,mod,Leiden-mod,"Strict(np=5,Leiden-mod)",Precision,0.194158001
230,10000,10,mod,Leiden-mod,"Strict(np=5,Leiden-mod)",Recall,1
231,10000,10,mod,Leiden-mod,"Strict(np=5,Leiden-mod)",F1-Score,0.325179752
232,10000,10,mod,Leiden-mod,"Strict(np=100,Leiden-mod)",NMI,0.99996237
233,10000,10,mod,Leiden-mod,"Strict(np=100,Leiden-mod)",AMI,0.999849471
234,10000,10,mod,Leiden-mod,"Strict(np=100,Leiden-mod)",ARI,0.999444703
235,10000,10,mod,Leiden-mod,"Strict(np=100,Leiden-mod)",FPR,1.00E-07
236,10000,10,mod,Leiden-mod,"Strict(np=100,Leiden-mod)",FNR,0
237,10000,10,mod,Leiden-mod,"Strict(np=100,Leiden-mod)",Precision,0.998890122
238,10000,10,mod,Leiden-mod,"Strict(np=100,Leiden-mod)",Recall,1
239,10000,10,mod,Leiden-mod,"Strict(np=100,Leiden-mod)",F1-Score,0.999444753
